Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2018-02-27,Professor Marston and the Wonder Women,2017,https://boxd.it/pf0C5,3.5,,"An adorable surprise. This film is so much more than it appears at first glance. It's thoroughly charming and endearing, its depiction of love powerful and mesmerizing.","plane, travel, female-director",2018-02-25
2018-05-21,Ran,1985,https://boxd.it/seZ9D,4,,"Could rewatch this indefinitely only for Hidetora's  (many, masterful) scenes, but there is so much more. This is an incredible, powerful, mesmerizing epic. I wish I had seen it on a theater.

If we are nitpicking, though, the film does lose a little bit of its insane INTENSITY towards the end, somewhat diminishing its lasting impact. And I'm still disappointed that I only found out afterwards that the original title translates as ""Chaos,"" which does much more justice to what we are witnessing here.",mubi,2018-05-19
2018-05-23,Cargo,2017,https://boxd.it/siYq7,0.5,,"It's rare for a film to be so bad, but so bad, that there isn't a single thing to take out from it. Absolutely nothing. Moreover, it's so oppressively clear from the very beginning that this is a bad film that one has to wonder how the hell do you continue watching. I can't believe this.","netflix, female-director",2018-05-22
2018-05-29,Heat,1995,https://boxd.it/suBMt,3.5,,There are so many things going on here that it is a testament of the film's quality that overall it works so well. De Niro is magnificent.,netflix,2018-05-25
2018-05-29,Scott Pilgrim vs. the World,2010,https://boxd.it/suCQL,2.5,,"Michael Cera almost manages to single-handedly sink the film, but the amazing fights and style are too good. 

Besides having somebody not absolutely insufferable as the lead it would also have been to cut back on the number of exes. I was surprised when they said there would be SEVEN of them. Some work well but some don't and the film just rushes through them.",,2018-05-26
2018-06-03,Speed Racer,2008,https://boxd.it/sGBt1,4,Yes,A very good film bookended by two of the most amazing scenes I have ever seen. Spectacular.,female-director,2018-06-02
2018-06-04,Frances Ha,2012,https://boxd.it/sIh2D,2.5,,Great drunken monologue™ though.,netflix,2018-06-03
2018-06-10,Hereditary,2018,https://boxd.it/sUjU7,2.5,,"Nothing that anybody can say will summarize this movie better than Richard Brody's devastating tweet: 

<blockquote class=""twitter-tweet"" data-lang=""en""><p lang=""en"" dir=""ltr"">Hereditary is some of the most half-assed junk I&#39;ve seen in a while—a  veneer of gore, a veneer of mythology, a veneer of family, and under them, no substance. No style, no ideas, no context, no wit; neither florid nor repressed, just a methodical plod through a contrived story.</p>&mdash; Richard Brody (@tnyfrontrow) <a href=""https://twitter.com/tnyfrontrow/status/1005522630626168833?ref_src=twsrc%5Etfw"">June 9, 2018</a></blockquote>

I actually liked the movie at first, but it's too formulaic to amount to anything actually impactful.",cinema,2018-06-08
2018-07-06,Incredibles 2,2018,https://boxd.it/tNawv,3,,"Starts very well then slowly but surely becomes less and less engaging. It's still fun and there are many exciting moments, but I must say it was quite a disappointing experience, given its masterful predecessor.","cinema, animation",2018-07-04
2018-07-08,Harry Potter and the Prisoner of Azkaban,2004,https://boxd.it/tRoVx,3,Yes,"I always wonder how incomprehensible these convoluted adapted stories must be for people who do not know the source material. Pity I'll never find out, I'd like to properly despise these adaptations.

Anyway I liked this film much more rewatching it now than when it was released. It generally looks very nice and the scenes are well constructed. Lupin specifically is a delight.",,2018-07-06
2018-07-21,Mother,2009,https://boxd.it/ulBEz,4,,"What a duo, what a film.","travel, plane",2018-07-19
2018-08-07,Tomb Raider,2018,https://boxd.it/v1lER,2,,"Good effort, specially by Vikander, but an eminently forgettable film.","travel, plane",2018-08-05
2018-08-09,Mission: Impossible - Fallout,2018,https://boxd.it/v614J,4,,"Never thought watching somebody run could be so exciting. 

There are many great scenes here, very well distributed throughout the film. It just keeps on giving till the end. 

Cavill is excellent, which I never thought could have happened.",cinema,2018-08-07
2018-08-12,The Yellow Sea,2010,https://boxd.it/vce6v,3,,"Has many elements of a great film, specially the acting and the action sequences, but unfortunately it gets a bit too convoluted and long for its own good. At first the confusion, by means of chaotic action, is a huge driving force, but eventually it starts to get into the plot and it just becomes tiresome. 

Overall we still have a nice film, but it does not compare to other works by Na Hong-jin.",,2018-07-08
2018-08-13,The Princess Bride,1987,https://boxd.it/vggLD,4,,"What a delight.

Everything works, it's a joy. The climax does not disappoint and just when you think it's reached its maximum it keeps getting better.

One might say the atmosphere is goofy, but don't be fooled: it's just simple and sincere, which is often assumed to be of no value. Leave your cynicism aside and enjoy this beautiful tale.",,2018-08-12
2018-08-13,Brave,2012,https://boxd.it/vgIl9,3,,"Not that engaging but it's fun and charming, and the last act makes up for <b>a lot</b>.

The animation of Merida's hair is outstanding, almost makes you forget how the human faces are incapable of expressing feelings in any meaningful way.","female-director, animation",2018-08-12
2018-08-14,Grave of the Fireflies,1988,https://boxd.it/viSHt,5,Yes,"The best Ghibli. Kills me every time. It's just so, so, so beautiful. 

The sensibility Isao Takahata shows here is unparalleled, a tour de force. It becomes clear 15min in, when Seita starts his doomed journey of trying to shield Setsuko, and it never lets down.

There are many unforgettable scenes, but the best, the most beautiful, the most heart-wrenching, is the final one. Majestical.","cinema, animation, cried",2018-08-13
2018-08-17,The Game,1997,https://boxd.it/vpwbT,3.5,,"After 15min I was so hooked up that I restarted the film because I felt I had not paid enough attention. Michael Douglas demanded more.

The film is glorious until the point the game actually starts, when it failed a little bit to live up to the expectations. Nevertheless it is still very good and engaging, and the long fall in the end had me torn between wanting it to be real but also to be the game. It works, just not so profoundly as I had hoped after the maginificent initial setup. ",,2018-08-15
2018-08-19,Skyscraper,2018,https://boxd.it/vulXR,2.5,,"Solid inconsequential entertainment, and rarely makes you flinch with the plot shenanigans. I feel like I should have waited to see it while having dinner in a late night flight though.",,2018-08-18
2018-08-20,Raw,2016,https://boxd.it/vx3gL,2.5,,"There is a lot going on in this film, but when all is said and done what we end up with is just nice aesthetics, one great scene, and a lot of sound and fury, signifying nothing. I liked the ending, though, even though anybody could see that coming from miles away and it didn't add anything substantial. It looked good I guess, I don't know.",female-director,2018-08-18
2018-08-20,Revenge,2017,https://boxd.it/vx4Wj,3.5,,"An absolute screamer of a movie. I enjoyed this very much, but specially after I realized (later on, when others pointed it out) the blatant allegory of the tree scene (which I was having trouble with at first) as Jen's resurrection as a phoenix (I mean, she even gets a phoenix tattoo when scarring herself with the heated beer can, how can you miss that?), making the rest of the movie into a fable where she could get her deserved revenge, rather than the ugly inescapable reality of rape and murder.",female-director,2018-08-18
2018-08-20,Before Sunset,2004,https://boxd.it/vx58J,4.5,Yes,"Just keeps getting better and better, until that magnificent ending.

  I love this film's atmosphere, the despair that starts leaking from the little cracks as they slowly widen while Jesse and Céline talk and talk and talk. At the same time there is this bliss, this joy, from meeting each other again, from just being there, together. It's glorious, a feeling of unfaltering hope. And then there are those smiles in the end. They know.",,2018-08-19
2018-08-26,A Bug's Life,1998,https://boxd.it/vMYJP,3.5,Yes,"KNOCK! THEM! DEAD!

A delightful film, with nice plot, characters, and a very smooth narrative. But what I think impresses me the most is how the grasshoppers' flying sounds like motorbikes and Dim's like a helicopter. It's just powerful and amazing.",animation,2018-08-24
2018-08-27,Persona,1966,https://boxd.it/vPr3n,4.5,,"After that tour-de-force of a prologue (specially its final interaction) I was in such awe of this film that I barely blinked until I got halfway through it. At that point there is a slight change of tone, less horror and more existential dread, and the narrative becomes more disturbing than immersive,  but it does not diminish in greatness. What an accomplishment.",existential dread,2018-08-25
2018-08-28,Harakiri,1962,https://boxd.it/vRsE9,4.5,,Nakadai's laugh is everything in this film. ,,2018-08-26
2018-09-02,Brokeback Mountain,2005,https://boxd.it/w3oJN,4,,"""For how long?""
""For as long as we can ride it. There ain't no reins on this one.""

My god. Beautiful. 

I really like Gyllenhaal, but Ledger is something else. Breaks you up.",cried,2018-09-01
2018-09-04,Predestination,2014,https://boxd.it/w8CAZ,2.5,,"wtf is wrong with Robert Heinlein to conceive this ludicrous girl becomes boy that falls for previous self girl that then kidnaps self.

Ethan Hawke is pretty good though and the bar scene (which is most of the film) is pretty nice, weird tale notwithstanding.",,2018-09-01
2018-11-30,Araby,2017,https://boxd.it/zqSIX,4,,"I spent weeks thinking about this film after I saw it. It is a deeply sensitive portrait of Brazilian life, and to paraphrase Tolkien, although it is sad, as are most Brazilian tales, it may yet lift up your heart.

It also reminded me of the painting ""Public Demonstration"" by Emilio Pettoruti, which I think perfectly captures the thematic of this film. I like to think this painting, as this film, communicates to us that we should never give in to cynicism, never forget the people behind the numbers, their stories, their joy and sadness.",profile,2018-09-08
2018-12-03,2001: A Space Odyssey,1968,https://boxd.it/zA6kX,5,Yes,"I count myself fortunate for watching this in the big screen. Still magnificent, still best opening of all time. ",cinema,2018-09-10
2018-12-03,Sorry to Bother You,2018,https://boxd.it/zA6Mn,3,,"Starts really strong but loses momentum midway through. There are many nice concepts and the execution is excellent, a pity that it becomes so unfocused. ",cinema,2018-09-12
2018-12-03,Fahrenheit 11/9,2018,https://boxd.it/zA7W9,2.5,,"I think there is a very good film inside this one somewhere, but unfortunately we get the whole package.",cinema,2018-09-21
2018-12-10,My Neighbor Totoro,1988,https://boxd.it/zQ0a5,4,Yes,"Better than I remembered, pure joy, but still far from Miyazaki's best work.","cinema, animation",2018-10-01
2018-12-10,First Reformed,2017,https://boxd.it/zQ2KT,3.5,,"The whole film lives in my memory condensed into the sushi restaurant scene: ""Such simple pleasures. Why do we deny ourselves?"" At some point Ethan Hawk, magnificent here, decides he has had enough of despair and gives in to hope, twisted as it might be. It's a powerful thing.

",,2018-10-06
2018-12-10,Mandy,2018,https://boxd.it/zQxpn,2.5,,There is much to like here but it becomes tiresome rather fast.,,2018-10-20
2018-12-10,A Star Is Born,2018,https://boxd.it/zR6ep,3,,"It starts so good that the second half ends up being being very disappointing. But we will always have Gaga's first performance with Cooper, which is nothing less than magnificent. A star is born there, but slowly but surely the film becomes more about Cooper's fading star than anything else.",cinema,2018-10-27
2018-12-11,Free Solo,2018,https://boxd.it/zSxh3,3.5,,"A mesmerizing depiction of an almost inconceivable feat. The build up to and the actual climbing are shown in an incredibly effective way, be prepared for astonishment.","cinema, female-director",2018-11-03
2018-12-11,Suspiria,2018,https://boxd.it/zSMRF,3.5,,Messy but impactful enough to work. I love how the dancing is filmed.,cinema,2018-11-05
2018-12-18,The Ballad of Buster Scruggs,2018,https://boxd.it/Acex7,3.5,,"I liked all the stories but the last two, particularly the very last one, were something else.",netflix,2018-11-24
2018-12-20,Aladdin,1992,https://boxd.it/AgLKh,3,,"It's fun and all but while Robin Williams' Genie is initially fun, he becomes tiresome rather fast. And since so much attention is given to him it really hurts the film.

What is worst though is that Genie is absolutely disconnected from the movie's scenario: all his jokes and references are about American life, it does fit and kept distracting me from the actual movie going on around it.",animation,2018-11-29
2018-12-21,Wildlife,2018,https://boxd.it/AiMmf,3.5,,"What a delight of a movie.

It takes its time in setting up the conflicts to come, which ends up leaving you a bit detached at first, but as soon as Gyllenhaal's character leaves, Mulligan goes haywire with such an intensity that you are automatically reimmersed into the narrative. There isn't a more representative moment of the sheer power of Mulligan's performance than the car scene in which she breaks down: ""I feel like I need to wake up,"" to which her son, in horror and disbelief, utters ""mom...?"" She needs to find herself and needs him to witness it, horror show and all. 

The tone changes once Gyllenhaal comes back, with at first explosive but then melancholic resolutions. It is not quite as arresting as the arc dominated by Mulligan, but still effective, specifically in Gyllenhaal's outburst and in the film's final shot, which was very endearing to me.","cinema, dinner scene, dr",2018-11-30
2018-12-22,Lost in Translation,2003,https://boxd.it/AkYhF,3,,"I think I took too long to watch this one. I can relate to what the characters are going through, intellectually, but I don't really feel it. Younger me would have strongly identified with being a stranger in a strange land, adrift in life, but nowadays? Meh.

It's not that this is a bad movie, not at all. It's just that I expected more. Apart from ""omg how intense it is to identify with these characters"" there is not much else to take away from here other than a well paced, nicely filmed and somewhat funny narrative.",female-director,2018-11-30
2018-12-22,Creed II,2018,https://boxd.it/Al9LB,2,,"Big disappointment. The first Creed is powerful, meaningful and dazzling. This one is somewhat ludicrous and only barely worthwhile because of Jordan.",cinema,2018-12-01
2018-12-22,Happy as Lazzaro,2018,https://boxd.it/Alvh9,3,,"I really wanted to like this, was generally happy with the first half, but the big twist, while exciting, was ultimately disappointing to me. It did take the film to another level in my eyes, but it also created a higher plateau that the film simply did not live up to. The second half, in which all cards had been laid down, was less interesting and relatively unfocused, with only a few remarkable moments (the church and flashback sequences). Pity.","netflix, female-director",2018-12-02
2018-12-22,Support the Girls,2018,https://boxd.it/AmyEH,4,,"Greatly enjoyable throughout, very sensible. But WHAT. AN. ENDING.",,2018-12-07
2018-12-23,Upgrade,2018,https://boxd.it/AonMp,2.5,,"A more entertaining ""Venom routine"" but the film ends up taking itself too seriously. I was a little unhappy with the beginning but the commitment to the absurd and the great set pieces were fun enough to keep me in it, until a lot of plot came crashing down.",,2018-12-09
2018-12-23,Let the Sunshine In,2017,https://boxd.it/AoFDF,2.5,,Nice ending though.,female-director,2018-12-09
2018-12-23,Crazy Rich Asians,2018,https://boxd.it/AoQi9,2.5,,"Me likes but it tires fast?

I was very impressed with the set up, but started to get bored when we had to go through the mandatory conflicts. Don't get me wrong, they are (well enough) justified, but the movie is just too heavy handed about presenting, escalating and resolving them.","travel, plane",2018-12-11
2018-12-28,Vertigo,1958,https://boxd.it/AH6Eh,5,,"1h23min: that's how long Hitchcock had me thinking how overrated this film was. Until that dream sequence started, I was pleased, sure, but also really disappointed, afterall this was supposed to be one of the greatest films ever made. 

And then, right when I thought the film was ending, the dream started. I was jolted into a new frame of reference, astonished, puzzled, suddenly invested in what the hell was going on. A new film began, and what a film that was. Everything was that much more powerful because of the ""previous film"" that came before it, the realization that we were fooled just as Scottie was. The audacity of it! The execution! Magnificent. 

And then the final blow: Judy's psychedelic transformation into Madeleine and its aftermath. As she walked into the room I was pinned down in my chair, mesmerized and somewhat horrified. Then catharsis and ultimately Death. I was left in pieces. Bravo.","cinema, travel, profile",2018-12-18
2018-12-31,Bird Box,2018,https://boxd.it/AQMhx,1.5,,"I watched this film against all common sense because it had Sandra Bullock in it and it involved two things I really like: dystopia and horror. My reward was a good hour and a half of self-inflicted torture. Why don't I deny myself?

What annoys me the most though is how utterly ineffective the film is in living up to its horror side. The concept of ""see and die"" is interesting but rendered inoffensive by having a very simple solution: just don't look and ignore them. The ""crazy scary people who will expose you"" are the only real threat but a messy one, rarely used well.","netflix, female-director",2018-12-21
2019-01-05,The House That Jack Built,2018,https://boxd.it/BgGbb,3.5,,"Really split over this one. It starts superbly: the initial dialogue hooks you up and the first two incidents, besides being amazing, perfectly place the character, the tone, the point (whether you get it or not; see below), and the aesthetics of the film; the second incident, particularly, is to die for. But then things go astray in the next two incidents.

I hated the third one. It's just uninteresting to watch Jack methodically slaughter his family, I was completely detached (enough to start wondering whether it had been a good idea to watch such an explicit film in the plane; had last thought that with <i>Audition</i>, but it only ever occurred to me afterwards). The whole sequence does not add to the film itself, it just shows the lengths that Jack would go to and how good and invested he got into his craft. The fourth incident then had me weary and at some point thinking ""you know what, Eminem did this little routine (much) better in Kim."" Again it just became something laborious and thankless to go through (the violent climax of the incident was the one point in the movie where I averted my eyes, which was actually pointless since I was not watching the unrated cut that did contain the explicit scene).

The last incident feels like worthwhile progress again. It leads smoothly to a dazzling epilogue and to such a sense of astonishment that you wonder whether it is deserved. Context: I have only watched two von Trier movies: <i>Dogville</i>, which I adore, and <i>Melancholy</i>, which I admire. It did not dawn on me what was <i>really</i> going on until it was hammered into my head by the footage from von Trier's previous films. It had long been clear how meta it was, just not that it was a personification. This casts a new light over the whole enterprise, yes, adding a great deal to how strongly it is imprinted in your mind, but it does not change the fact that a good hour of the movie is ineffective.

I do believe that overall this film is a great accomplishment and I will surely revisit it after I catch up with von Trier's works. It's just that it started so intensely, faded so unceremoniously, then went to such grandiose, that it feels like a hack.","travel, plane",2019-01-02
2019-01-06,The Favourite,2018,https://boxd.it/Bno2p,4,,"Pure joy watching this. Love how blatant, how gorgeous, how wildly funny this movie is. Only issue is that all the scheming becomes a tad tiresome eventually, but nothing decisive. Cast is superb, specially Weisz and Hoult, which are hilarious. Colman is so good and I'm so used to it that sometimes I barely notice and have to remind myself to praise her. 

I love Yorgos Lanthimos so much at this point that even the justified credits in the end were a thing of beauty to me. Only not impressed by the fish eye shots (started to be distracting after a while)",cinema,2019-01-04
2019-01-07,Madeline's Madeline,2018,https://boxd.it/Brhl3,1.5,,Kinda nice what it tries to do but it fails absolutely. First hour specifically is a nightmare.,"amazon, female-director",2019-01-05
2019-01-07,Raging Bull,1980,https://boxd.it/BsRQX,4,,"Few times have I seen in film something as intense as the boxing scenes of this movie. They are tone perfect with LaMotta's rage, so masterfully depicted by De Niro, whose performance is nothing less than a <i>tour de force</i>.",,2019-01-05
2019-01-09,Roma,2018,https://boxd.it/ByR9r,3,,"Beautiful, beautiful, beautiful. You only need the first shot to know what kind of visual spectacle is about to unfold. Cuarón is a master of the craft, dazzling. On the storytelling department, however, the film did not really ressonate with me, except for a few parts. Pity.",netflix,2019-01-06
2019-01-11,Passengers,2016,https://boxd.it/BISvD,3,,"I was highly suspicious of this film coming in, but it is surprisingly engaging and it has a marvelous premise, very well developed... until it isn't.

In a sense this is a film doomed by its origins. As the story unfolds it becomes painfully clear how much you are going to be let down further down the road. There is no way, given the size and who is behind this production, that the main conflict will not be resolved in a stupid, shallow and coward way, rather than fully explored in all of its harrowing ramifications. And alas, that's exactly what happens, in a predictable and awful third act.

The film does give us the illusion of how great it could have been for long enough to still be worthwhile, though. Pity they could not find 150M dollars to do this without so many strings attached.",,2019-01-09
2019-01-11,Mary Queen of Scots,2018,https://boxd.it/BK3C3,2.5,,My greatest joy in this film was in David Tennant's scenes. Pity they were few and far between and that there wasn't much else to be passionate about.,"cinema, female-director",2019-01-10
2019-01-13,If Beale Street Could Talk,2018,https://boxd.it/BPILl,3.5,,"For the longest time I was mildly disappointed with this film. It had been fine, with good moments (like the initial Dinner Scene™ ❤️), even with a terrifying and great one (thanks to the impressive Brian Tyree Henry and the ominous soundtrack), but I felt the need for more. Luckily, Barry Jenkins delivered, it just took a while. What was decisive for me to really dive into this was Kiki Layne's pure, beautiful, mesmerizing expression of happiness, screaming in the street with her lover. Thenceforth I was completely hooked up and everything felt that much more powerful, with the second half proceeding in a crescendo that ultimately left me in pieces, crying, heartbroken. 

This is a film that lingers with you. It's incredibly sensitive and deeply resonating with the world around us.","cinema, dinner scene, cried",2019-01-11
2019-01-14,Attack the Block,2011,https://boxd.it/BVTLX,3,,"Like the setting, the narrative, the politics, the photography, the cast, the marvelous ending... but there is not much that I actually love. This is a good film, often very good and even great at times. I wish it could have affected me more.",,2019-01-12
2019-01-14,The Rider,2017,https://boxd.it/BVXQR,3.5,,"Felt a little contrived at times, but it mostly greatly depicts the near impossibility of giving up, of letting go, of setting aside what defines you. It's done in docudrama style, made that much more touching for using non-professional actors in a slightly fictionalized depiction of real events lived by these people themselves.

It's a small, beautiful film that never aspires to much more than what it actually delivers. Quite an achievement.",female-director,2019-01-12
2019-01-14,Unbreakable,2000,https://boxd.it/BWpwl,2.5,Yes,"Good formal aspects aside, my overall impression is the same as it was almost 20 years ago: great premise with mediocre build up and disappointing conclusion.",,2019-01-12
2019-01-14,Throne of Blood,1957,https://boxd.it/BWxrt,4,,"EXHILARATING, astonishing, beautiful first half. Second half lost a bit of the effect on me, but still wonderful. ",,2019-01-13
2019-02-03,Shoplifters,2018,https://boxd.it/D7vj9,4.5,,"Kore-eda is a master because of his uncanny ability to make you care. The perfect example of how supernatural he can feel in evoking a response from you is the scene between Aki and her client. It seems inconsequential at first, but then it suddenly evolves into this beautiful, endearing, sad, devastating moment. This film is full, FULL, of such powerful moments that tear you apart, suddenly amping up how much you feel connected to these characters. My favorite one is when Sakura Ando absolutely steals the film, never to let go, by breaking your heart while talking to Yuri about what it is to love.

My one disappointment was the narrative change once everything falls apart. The movie had been such a <i>tour de force</i> up to that point that I was sort of fearing a little bit how Kore-eda was going to wrap up. Unfortunately I ended up a little disconnected through the last half hour, save for basically every moment Ando was present and by the expected-yet-effective last moments between Shota and, finally, ""dad.""","cinema, dinner scene, profile",2019-01-18
2019-04-08,Only Angels Have Wings,1939,https://boxd.it/GrZeb,4,,"The shifts in tone, the high stakes, the acting. It's masterful. My favorite thing though gotta be the title, which is all kinds of awesome.",,2019-01-21
2019-04-08,Superbad,2007,https://boxd.it/Gs07P,3,,"Very uncomfortable to watch at times (the casual brutal sexism, every Michael Cera scene etc), but still mostly works. And while it's fun, everything else pales in comparison to the genius of the whole McLovin nonsense. Glorious. ",,2019-01-23
2019-04-08,Searching,2018,https://boxd.it/GsEUH,2.5,,"Really immersive, loved the style. Cho is very good, he manages to keep things engaging even though you basically only see him most of the time.

The bane of this movie though is its unnecessarily bombastic plot, which completely crushes the movie in the third act. When the wheels started to turn towards the twist I basically spent the rest of the movie dismayed, wondering yet again why such potentially very good or even great films have to go to waste. I should have accepted by now that, of course, you can only make a good film if it has great twists and immense stakes! Silly me.

(This film reminded me of Passengers, in which I had a similar experience: from ""can't believe how good this is"" to ""now I'm just watching it crash and burn."" There, though, it was both better and worst: I expected the betrayal from the beginning, given the size of the production, but at the same time it had much bigger promises and a better execution to fall off from.)",,2019-01-25
2019-04-09,Blindspotting,2018,https://boxd.it/GtLuX,3,,"Apparently the main point of contention of this film was its use of rap in the tense moments. I actually liked it, I feel like it worked in the intended way. ",,2019-01-26
2019-04-09,Léon: The Professional,1994,https://boxd.it/Gu5uj,3.5,,"Natalie Portman is like 12 years old and absolutely steals the film. Reno is very good too, as is Oldman in all of his cartoonishness.

This is a really enjoyable film throughout. Only real fault for me, for which I'm not sure if I should be blaming myself or Besson, was the distracting ""romance"" between Léon and Mathilda. Like, she's 12, dude.",,2019-01-26
2019-04-10,Death Proof,2007,https://boxd.it/GwuZZ,4.5,,Style and intensity and dialogue. All the best of Tarantino at 200km/h. This is my favorite film from him.,,2019-01-27
2019-04-10,Drug War,2012,https://boxd.it/Gy66b,3.5,,"Loved the mourning scene, which perfectly counterpoints the rest of the movie. It is very simple and touching, using a very effective device, burning money, to convey how heavy is the loss to these people. Every other scene is thriller heaven. It does get a bit weary towards the end, but still works.

When they said ""Drug War"" in the title they really meant it. The police operates on the basis of ""we will die for the law,"" which they do take very seriously. The main antagonist is completely unscrupulous, embodying the ""whatever it takes to stay alive"" approach. It's a glorious and brutal clash.",,2019-01-28
2019-04-11,Manhattan,1979,https://boxd.it/Gz8BR,4,,"Sometimes I watch films like these, that I love but not quite so much as I think I should have, both because of the consensus on it being a masterpiece and because I <i>intellectually identify</i> many great things but I'm not actually <i>as moved as I thought I would be</i> by those. I always want to immediately rewatch such films to decide who's to blame, me or the film. I'll be glad to revisit this in the future to settle the matter, as I already find it delightful.",,2019-01-29
2019-04-12,Cold War,2018,https://boxd.it/GBJZ1,3.5,,"Loved, loved the music acts. Besides being intrinsically beautiful, they also felt like perfect counterpoints to each other. Unfortunately I was not so invested in the main romance, and it only really connected with me towards the masterful ending, which was made even more impactful by the gut-punch dedication we see in the beginning of the credits. That together with the powerful song in the end of the credits had me on the verge of tears.","cinema, enhanced-by-credits",2019-02-01
2019-04-12,The Driver,1978,https://boxd.it/GBTkn,3,,"It's nice how the movie manages to be engaging while having such an (intentionally) stripped-up and functional narrative. Iconic and fun.

And I could hardly believe it when I realized I was seeing a young Bruce Dern.

",,2019-02-02
2019-04-12,Inglourious Basterds,2009,https://boxd.it/GCfsj,3,Yes,Many great moments but overall not quite as appealing as I remembered. Knowing that Tarantino can do so much better than this does not help.,,2019-02-02
2019-04-12,Django Unchained,2012,https://boxd.it/GCMh9,3.5,Yes,"First hour or so is absolutely amazing, but gets a little tiresome afterwards, specially towards the end, despite having its great moments.",,2019-02-03
2019-04-12,Mirai,2018,https://boxd.it/GDyXx,2.5,,"Unfortunately it takes too long to reach a good balance between fantasy and reality. When it did, towards the end, was much stronger, ending on a very high note. Overall too fragmented to really work, but has its moments.","cinema, animation",2019-02-07
2019-04-13,The Hateful Eight,2015,https://boxd.it/GEFGv,4,Yes,"First half is splendid, splendid cinema. Second half disappoints, being repetitive and tiresome, but it is still good. Overall this film feels like another wasted opportunity, like <i>Django Unchained</i>, but that first half (that runs for 90min!), man...",,2019-02-08
2019-04-13,Game Night,2018,https://boxd.it/GFhbl,3.5,Yes,"Same impression as the first time: First hour is blissful, then there is the ""rich house"" sequence, which I really dislike, and afterwards, despite some very good moments, it all feels like butter scraped over too much bread.

The acting is good, specially by Jason Bateman and Jesse Plemons, but it's Rachel McAdams show. She is something else here, often turning good scenes into transcendental ones. 
",,2019-02-09
2019-04-16,Pulp Fiction,1994,https://boxd.it/GPq0h,4,Yes,"You know it is an all-timer when Mia starts dancing to <i>Girl You'll Be A Woman Soon</i> and we go back and forth between her dancing, which is pure power, and the Vincent dialogue, which is hilarious. 

I was not that happy with the second act by Vincent and Jules, though. Mr. Wolf's intervention is awesome, but Jules' ""found jesus"" act is not that engaging. Makes the movie end in a lower note. Everything else is great.",,2019-02-09
2019-04-17,"What's Up, Doc?",1972,https://boxd.it/GQfKF,2,,I  was really pissed off at this until it gained some traction with the cases showdown and the cars chase.,,2019-02-10
2019-04-17,A Private War,2018,https://boxd.it/GQlON,2.5,,"The kind of film that makes me feel like I'd rather have read a well written article on the subject (in this case the life of Marie Colvin) than watched this dramatization.

It often feels like there are two films going on. One in the war front, which does work, but mostly due to the sheer intensity of the reality it depicts. And another during the interludes in London, which is not really effective. Overall it's all a bit of a mess, and sometimes it's hard to follow how the two parts fit together. Rosamund Pike, on the other hand, never disappoints. She is very good here.",,2019-02-10
2019-04-19,A Separation,2011,https://boxd.it/GWesH,4.5,,"Built like a mathematical proof. 

I love such perfectly engineered movies in which events compound in an ever more powerful way. Every moment feels like, to quote Thoreau, it is precisely in the present, standing on the meeting of two eternities, the past and the future. It's a beautiful thing.",built-like-a-mathematical-proof,2019-02-16
2019-04-19,Magic Mike,2012,https://boxd.it/GXfZf,2.5,,"The dancing is great, really powerful. Channing Tatum is unbelievable. Unfortunately there is All That Plot™ and the whole bad romance and bad acting around the Kid and his sister, which dooms the film. Still fun though every time it goes back to the dancing.",,2019-02-23
2019-04-20,Burning,2018,https://boxd.it/GYpkN,4,Yes,"All else aside, this film would already be worth it only for the sunset scene. I went to rewatch it in the cinema dreaming of that scene, and it was transcendental.

I still think that Lee Chang-dong asks too much of us with the long scenes depicting only Yoo Ah-in, but that is relatively minor. And we have Steven Yeun and his sly smile, which is EVERYTHING. Gotta love this film.",cinema,2019-02-28
2019-04-22,Magic Mike XXL,2015,https://boxd.it/H7bXJ,3.5,,"I love how it strips (ha!) All That Plot™ and drama from the previous film and focuses on the fun and the sheer power of the dance. Many marvelous moments, specially the convenience store scene. Overall it's mostly pure joy.

I did have an issue with the objectification of the women on stage, though. Several times I felt disconnected because of it. I just did not buy that what was going on would actually work or be ok with real people.",,2019-03-02
2019-04-23,Contagion,2011,https://boxd.it/HacA3,3,,"Unfortunately the whole ""spreading disease"" procedural, from which the film never really deviates, starts as really engaging but ends up becoming repetitive and a bit tiresome. It does not help that the film is emotionally flat, too long for its own good and has lots of unsatisfying conclusions (like the Cotillard storyline). So I count it as a great achievement that despite all that I still had a really good time.",,2019-03-04
2019-04-24,Things to Come,2016,https://boxd.it/Hcbzn,3.5,,"Loved it. Beautiful, quiet, endearing, clever, powerful. And it made me really miss living in France.

Now I wanna see every movie by Mia Hansen-Løve.",female-director,2019-03-06
2019-05-01,Ghost World,2001,https://boxd.it/HxdxF,4,,"The kind of movie that lingers with you. I liked it <b>a lot</b>, but I can't really articulate why. Is it great, powerful, told beautifully? Yes, all of that, but still, I think that what really hooked me up was its sense of style, the power of the performances and, specially, that ending. Surreal.",,2019-03-21
